2022-09-21 15:06:26.533729,1,323.83887,146.79108,872.08325,326.42502,205.62439,892.6815,318.31927,341.2794,974.8242,318.4655,432.6676,929.46454,324.21423,242.62279,913.6798,402.24146,253.61647,855.4664,390.11078,385.05634,713.0525,257.89194,447.7662,577.9255,223.66469,463.99976,550.9001,324.21423,242.62279,913.6798,261.75577,242.79291,970.1959,191.49097,340.3103,956.0725,72.515335,391.85126,797.0392,42.785984,404.7302,765.23254,372.01837,435.30518,920.1681,372.01837,621.39343,920.1681,372.01837,796.43756,920.1681,280.47098,438.2497,983.7536,280.47098,612.31006,983.7536,280.47098,776.04004,983.7536
2022-09-21 15:06:26.561734,1,323.84576,146.83437,872.09644,326.43036,205.61977,892.66034,318.28745,341.74646,975.14044,318.73117,433.31198,929.0347,324.2171,242.61923,913.6653,402.4307,253.5998,855.77844,392.03027,385.20392,712.84656,259.0214,447.1469,580.0053,224.75737,463.10385,553.4371,324.2171,242.61923,913.6653,261.55484,242.79207,970.00073,191.36926,340.37985,956.01404,72.29214,391.971,796.81445,42.529224,404.86603,764.97455,373.48996,427.9118,919.7669,373.48996,614.0871,919.7669,373.48996,789.21313,919.7669,277.45468,430.57834,986.99475,277.45468,604.0726,986.99475,277.45468,767.2701,986.99475
2022-09-21 15:06:26.596247,1,323.8493,146.87157,872.1048,326.4359,205.6151,892.63635,318.26196,342.1053,975.4507,319.1304,433.80786,928.6955,324.2202,242.61351,913.6629,402.74286,253.45491,856.2266,394.83273,385.2753,712.71594,260.72308,445.26276,583.0355,226.4089,460.61154,557.0994,324.2202,242.61351,913.6629,261.35022,242.8158,969.8493,191.35786,340.54703,956.0058,72.14674,392.0488,796.6518,42.343056,404.9246,764.781,373.54852,430.245,919.93585,373.54852,616.392,919.93585,373.54852,791.49133,919.93585,279.83942,437.35956,982.5391,279.83942,611.64606,982.5391,279.83942,775.58887,982.5391
2022-09-21 15:06:26.626264,1,323.85138,146.90445,872.11163,326.4418,205.6109,892.6113,318.25247,342.4082,975.63495,319.54105,434.1915,928.80225,324.22675,242.61137,913.6404,403.0741,253.32468,856.60925,398.78543,385.50818,712.47656,263.34174,443.6359,587.3839,229.02223,458.36462,562.36536,324.22675,242.61137,913.6404,261.14487,242.8689,969.73645,191.33212,340.73752,955.97894,71.98542,392.21207,796.4832,42.14097,405.08408,764.58405,374.31595,426.96844,919.88074,374.31595,613.13245,919.88074,374.31595,788.2478,919.88074,276.02374,427.83618,985.42236,276.02374,601.6182,985.42236,276.02374,765.0865,985.42236
2022-09-21 15:06:26.658965,1,323.8526,146.93306,872.11554,326.4472,205.60585,892.58777,318.2456,342.65115,975.7754,319.9104,434.50644,928.7724,324.23276,242.6085,913.6179,403.16623,253.48718,856.80963,398.7132,385.55563,712.365,263.12054,444.5816,587.64197,228.78897,459.5268,562.6974,324.23276,242.6085,913.6179,260.82632,242.79367,969.36707,191.31732,340.88724,955.9198,71.85235,392.38058,796.30676,41.97235,405.25986,764.38416,373.94965,432.93115,919.85645,373.94965,619.106,919.85645,373.94965,794.2315,919.85645,283.3775,446.0266,975.45435,283.3775,621.5901,975.45435,283.3775,786.734,975.45435
2022-09-21 15:06:26.691859,1,323.85364,146.95592,872.1203,326.4533,205.59937,892.5612,318.2428,342.8472,975.87225,320.2472,434.7577,928.766,324.23956,242.6047,913.5903,403.28333,253.57639,857.07434,398.74023,385.5258,712.361,263.1859,445.81372,587.9609,228.88762,461.06793,563.0809,324.23956,242.6047,913.5903,260.69858,242.85625,969.28204,191.22931,340.99133,955.87067,71.675385,392.46515,796.06744,41.763836,405.34354,764.1068,374.66888,430.31552,919.5033,374.66888,616.56775,919.5033,374.66888,791.76605,919.5033,280.53903,441.4814,977.2198,280.53903,616.7333,977.2198,280.53903,781.58405,977.2198
2022-09-21 15:06:26.725823,1,323.85437,146.9754,872.1239,326.4593,205.59291,892.5344,318.2442,343.00668,975.9361,320.7177,434.95065,928.82794,324.24677,242.60127,913.5606,403.3591,253.68227,857.2693,398.82538,385.55142,712.30457,262.87442,446.72665,589.41504,228.58542,462.15604,564.83716,324.24677,242.60127,913.5606,260.59116,242.96735,969.1016,191.13832,341.12927,955.80676,71.49028,392.54138,795.8309,41.54656,405.40802,763.8357,375.31235,428.22903,918.96826,375.31235,614.59564,918.96826,375.31235,789.90155,918.96826,273.92538,429.02805,975.9718,273.92538,604.5096,975.9718,273.92538,769.5764,975.9718
2022-09-21 15:06:26.759567,1,323.85504,146.99442,872.1271,326.46515,205.58943,892.5032,318.24707,343.13788,975.9786,321.06964,435.10617,928.9105,324.25385,242.60072,913.52734,403.46194,253.72958,857.4657,398.79916,385.49753,712.3048,262.36533,447.59106,591.2581,228.08871,463.19098,567.04877,324.25385,242.60072,913.52734,260.45178,243.02771,968.86975,191.06384,341.2513,955.7293,71.35401,392.62933,795.42194,41.378616,405.49442,763.3605,375.60022,428.86008,918.9244,375.60022,615.2415,918.9244,375.60022,790.56134,918.9244,274.39124,437.43607,965.5911,274.39124,614.8097,965.5911,274.39124,781.65643,965.5911
2022-09-21 15:06:26.791698,1,323.85556,147.01065,872.1296,326.4715,205.58592,892.47156,318.25357,343.24442,976.00494,321.5103,435.23044,928.92084,324.26184,242.60023,913.49384,403.55304,253.77856,857.80255,398.79547,385.39514,712.33954,262.5168,447.7312,590.7742,228.24202,463.40903,566.4611,324.26184,242.60023,913.49384,260.32782,243.08012,968.65625,191.01428,341.36975,955.66473,71.285805,392.7478,794.9881,41.28781,405.6206,762.8528,375.92358,429.75665,918.5463,375.92358,616.2207,918.5463,375.92358,791.6182,918.5463,280.0869,448.2603,961.76953,280.0869,626.3444,961.76953,280.0869,793.8594,961.76953
2022-09-21 15:06:26.824872,1,323.85583,147.02614,872.1298,326.4777,205.5828,892.44214,318.27902,343.3336,976.0153,322.08997,435.3234,928.9402,324.27448,242.60046,913.4613,403.6314,253.82475,858.13184,398.7928,385.29785,712.38385,262.54202,447.86615,590.7899,228.2727,463.6031,566.4711,324.27448,242.60046,913.4613,260.21524,243.1392,968.431,191.02173,341.50723,955.7117,71.30183,392.84244,794.7173,41.29136,405.71075,762.51843,376.3713,430.5405,918.4841,376.3713,617.0231,918.4841,376.3713,792.43805,918.4841,277.0677,442.78436,962.7178,277.0677,620.69867,962.7178,277.0677,788.05396,962.7178
2022-09-21 15:06:26.858368,1,323.8559,147.04155,872.13025,326.48053,205.58124,892.41345,318.3016,343.40814,976.0165,322.34177,435.40958,928.959,324.28363,242.60219,913.4296,403.5492,254.02823,858.31177,398.8183,385.43878,712.22217,262.36807,447.96957,590.8932,228.06583,463.68918,566.6274,324.28363,242.60219,913.4296,260.11508,243.17181,968.1494,191.07057,341.63312,955.7783,71.3662,392.91663,794.38544,41.341328,405.77985,762.1069,376.52603,431.3246,918.423,376.52603,617.8255,918.423,376.52603,793.2577,918.423,281.36606,450.0986,959.8566,281.36606,628.5489,959.8566,281.36606,796.4083,959.8566
2022-09-21 15:06:26.890668,1,323.8541,147.05743,872.12573,326.483,205.57884,892.38165,318.33755,343.4702,976.00745,322.56747,435.4843,928.9329,324.2959,242.60333,913.39514,403.46075,254.17865,858.4724,398.9125,385.56073,712.14075,262.2993,447.99384,591.00574,227.96921,463.6829,566.77875,324.2959,242.60333,913.39514,260.04535,243.19116,967.8699,191.12851,341.7326,955.82947,71.40887,392.97,794.1699,41.367954,405.82684,761.838,376.6217,432.2256,918.3842,376.6217,618.7403,918.3842,376.6217,794.1854,918.3842,282.8403,452.2058,958.5116,282.8403,630.9122,958.5116,282.8403,799.01245,958.5116
2022-09-21 15:06:26.926837,1,323.84015,147.0756,872.1214,326.4807,205.57721,892.348,318.37582,343.52203,975.99585,322.6629,435.55252,928.9012,324.30515,242.6052,913.3603,403.3194,254.33604,858.4179,399.07617,385.8107,712.04376,262.4094,447.9696,591.26184,228.09029,463.57864,567.10547,324.30515,242.6052,913.3603,259.98306,243.20045,967.52997,191.2223,341.8129,956.03687,71.470665,392.92838,795.0977,41.457436,405.73938,762.9099,376.60223,433.05896,917.9094,376.60223,619.676,917.9094,376.60223,795.2175,917.9094,282.39062,451.7103,958.28076,282.39062,630.4654,958.28076,282.39062,798.6115,958.28076
2022-09-21 15:06:26.958353,1,323.8227,147.09459,872.10095,326.47977,205.5758,892.3148,318.4146,343.56638,975.97705,322.69165,435.6137,928.8755,324.31537,242.6073,913.3254,403.29987,254.32349,858.8077,399.2367,385.71304,712.27075,262.87918,447.83945,591.4092,228.63477,463.44165,567.2369,324.31537,242.6073,913.3254,259.9295,243.20853,967.21875,191.36702,341.95844,956.0256,71.87702,393.07227,794.75836,41.91381,405.88953,762.50494,376.5338,433.7314,917.92505,376.5338,620.3512,917.92505,376.5338,795.8953,917.92505,282.98157,452.87155,957.0413,282.98157,631.86383,957.0413,282.98157,800.23303,957.0413
2022-09-21 15:06:26.992483,1,323.6573,147.11322,871.94635,326.47803,205.57426,892.27826,318.4502,343.6037,975.95374,322.69788,435.66672,928.85205,324.32407,242.60922,913.28784,403.25943,254.32529,858.57336,399.51788,385.95068,712.494,263.13788,447.49948,591.4947,228.88055,462.95996,567.2948,324.32407,242.60922,913.28784,259.85406,243.21336,966.84393,191.50117,342.1062,956.0161,72.02035,393.0491,794.30066,42.038223,405.83255,761.9576,376.5173,433.92523,917.70245,376.5173,620.59625,917.70245,376.5173,796.1885,917.70245,284.41626,455.15207,955.1106,284.41626,634.51184,955.1106,284.41626,803.2268,955.1106
2022-09-21 15:06:27.025237,1,322.97736,147.1502,871.75726,326.4761,205.5727,892.2418,318.46442,343.6341,975.92944,322.6993,435.7099,928.8318,324.32678,242.61076,913.251,403.21805,254.32832,858.37244,399.95853,386.2012,712.73193,263.46506,447.09576,591.7398,229.18271,462.39032,567.5414,324.32678,242.61076,913.251,259.78873,243.21442,966.50604,191.6785,342.26764,956.0343,72.02026,393.00934,794.4927,42.001953,405.73877,762.1843,376.49,434.14282,917.35065,376.49,620.89136,917.35065,376.49,796.5565,917.35065,283.73413,455.1451,953.29065,283.73413,634.853,953.29065,283.73413,803.89545,953.29065
2022-09-21 15:06:27.059175,1,322.247,147.18048,871.33466,326.47433,205.57112,892.2046,318.48026,343.66028,975.9024,322.69913,435.74753,928.8152,324.33002,242.61229,913.21356,403.1802,254.32745,858.1775,400.51593,386.48026,713.05096,263.8718,446.61572,592.1795,229.56427,461.71405,568.0052,324.33002,242.61229,913.21356,259.73013,243.217,966.18695,191.82555,342.40448,956.0548,71.97543,392.9774,794.6726,41.91673,405.6612,762.3962,376.36188,434.9499,916.89966,376.36188,621.7962,916.89966,376.36188,797.5533,916.89966,284.03738,456.15845,951.4,284.03738,636.2291,951.4,284.03738,805.6128,951.4
2022-09-21 15:06:27.090184,1,321.5296,147.20087,870.77997,326.47253,205.56953,892.1667,318.5005,343.6863,975.8612,322.69803,435.78458,928.8001,324.33435,242.61432,913.17267,403.14313,254.32535,857.92175,400.83466,386.73535,713.33417,264.09778,446.51346,592.3318,229.76096,461.5247,568.1313,324.33435,242.61432,913.17267,259.6765,243.21837,965.88806,192.03888,342.57507,956.10974,72.02034,392.97375,794.6459,41.91594,405.61533,762.3531,376.41202,434.69894,916.42816,376.41202,621.6473,916.42816,376.41202,797.5005,916.42816,283.1908,456.95764,946.6562,283.1908,637.93646,946.6562,283.1908,808.1743,946.6562
2022-09-21 15:06:27.125185,1,320.75894,147.21811,870.1246,326.4706,205.56903,892.1295,318.51956,343.70956,975.82275,322.69647,435.8177,928.7871,324.3382,242.61723,913.1334,403.1033,254.32855,857.6924,400.57925,386.93542,713.75525,264.09872,446.67978,591.9652,229.77435,461.70526,567.6072,324.3382,242.61723,913.1334,259.62448,243.21454,965.6047,192.21347,342.72183,956.11096,72.34724,393.19495,794.0091,42.25083,405.8679,761.58875,376.4643,434.39487,916.4532,376.4643,621.34406,916.4532,376.4643,797.19794,916.4532,282.46094,456.62665,945.35205,282.46094,637.86084,945.35205,282.46094,808.339,945.35205
2022-09-21 15:06:27.159513,1,319.98276,147.22783,869.3691,326.46866,205.56866,892.0911,318.52838,343.73035,975.782,322.69617,435.8469,928.7765,324.33926,242.62012,913.093,403.06232,254.33592,857.611,400.72476,387.14508,714.2317,264.46014,446.5121,592.0574,230.16817,461.45224,567.6225,324.33926,242.62012,913.093,259.56427,243.21559,965.28064,192.45879,342.92358,956.1169,72.70551,393.32147,793.65,42.62023,405.9828,761.1567,376.44806,434.514,916.2477,376.44806,621.51105,916.2477,376.44806,797.41,916.2477,282.24374,457.59958,941.62964,282.24374,639.556,941.62964,282.24374,810.71356,941.62964
