action_label,head_x,head_y,head_z,neck_x,neck_y,neck_z,torso_x,torso_y,torso_z,waist_x,waist_y,waist_z,left_collar_x,left_collar_y,left_collar_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,left_hand_x,left_hand_y,left_hand_z,right_collar_x,right_collar_y,right_collar_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_elbow_x,right_elbow_y,right_elbow_z,right_wrist_x,right_wrist_y,right_wrist_z,right_hand_x,right_hand_y,right_hand_z,left_hip_x,left_hip_y,left_hip_z,left_knee_x,left_knee_y,left_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_hip_x,right_hip_y,right_hip_z,right_knee_x,right_knee_y,right_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,head_diff_x,head_diff_y,head_diff_z,neck_diff_x,neck_diff_y,neck_diff_z,torso_diff_x,torso_diff_y,torso_diff_z,waist_diff_x,waist_diff_y,waist_diff_z,left_collar_diff_x,left_collar_diff_y,left_collar_diff_z,left_shoulder_diff_x,left_shoulder_diff_y,left_shoulder_diff_z,left_elbow_diff_x,left_elbow_diff_y,left_elbow_diff_z,left_wrist_diff_x,left_wrist_diff_y,left_wrist_diff_z,left_hand_diff_x,left_hand_diff_y,left_hand_diff_z,right_collar_diff_x,right_collar_diff_y,right_collar_diff_z,right_shoulder_diff_x,right_shoulder_diff_y,right_shoulder_diff_z,right_elbow_diff_x,right_elbow_diff_y,right_elbow_diff_z,right_wrist_diff_x,right_wrist_diff_y,right_wrist_diff_z,right_hand_diff_x,right_hand_diff_y,right_hand_diff_z,left_hip_diff_x,left_hip_diff_y,left_hip_diff_z,left_knee_diff_x,left_knee_diff_y,left_knee_diff_z,left_ankle_diff_x,left_ankle_diff_y,left_ankle_diff_z,right_hip_diff_x,right_hip_diff_y,right_hip_diff_z,right_knee_diff_x,right_knee_diff_y,right_knee_diff_z,right_ankle_diff_x,right_ankle_diff_y,right_ankle_diff_z
test_data,1.620020000000011,0.06982999999993922,0.05660000000011678,0.0008799999999951069,0.0180700000000229,0.24270000000001346,0.0,0.0,0.0,0.0005099999999060856,0.0018699999999967076,0.00650000000041473,0.0006799999999884676,0.009720000000015716,0.1813999999999396,0.1442199999999616,0.49486000000001695,0.10950000000025284,0.4828600000000165,1.3629200000000878,1.4701999999997497,1.4574999999997544,0.6984699999998725,1.9471199999998134,1.9177200000000312,0.6463000000001102,2.0785200000001396,0.0006799999999884676,0.009720000000015716,0.1813999999999396,0.18622000000004846,0.0865500000000452,0.12350000000037653,70.28766000000016,170.34561000000002,728.2175000000007,70.28766000000016,119.04273999999981,728.2175000000007,70.28766000000016,98.07916999999986,728.2175000000007,0.5642699999999081,0.5999999999999659,1.076799999999821,0.5642699999999081,1.428880000000163,1.076799999999821,0.5642699999999081,1.500440000000026,1.076799999999821,0.49371999999999616,1.0772400000000744,0.6960000000003674,0.7824500000000114,0.3285399999999754,1.1175299999998742,0.7824500000000114,0.44236000000023523,1.1175299999998742,-5.932555882352942,-157.00867147058824,83.78468235294118,-1.2029232352941204,-115.58718000000002,52.808155882352935,0.0,0.0,0.0,-0.6627411764705939,69.70789235294119,-62.69362058823529,-0.9097523529411731,-87.41732176470589,39.51702941176472,58.555114999999994,-83.37893,-11.183749999999998,89.42655294117647,15.296899705882351,-124.37971764705887,89.97399411764707,71.72783323529414,-351.3915852941176,90.12028382352942,86.80659705882353,-396.7939655882352,-0.9097523529411731,-87.41732176470589,39.51702941176472,-57.43280088235294,-82.60288029411765,88.60050588235293,-90.90321352941176,0.6076049999999966,20.691805882352938,-90.90321352941176,88.68375558823529,20.691805882352938,-90.90321352941176,124.69476205882353,20.691805882352938,38.39398588235294,90.51459529411764,-108.88864117647063,38.39398588235294,266.0350355882353,-108.88864117647063,38.39398588235294,417.204880882353,-108.88864117647063,-41.011945294117645,87.38295676470591,-98.05045,-155.84637029411766,53.30287,-421.9845494117646,-155.84637029411766,264.7299838235293,-421.9845494117646
